id,genres/0/id,genres/0/name,genres/1/id,genres/1/name,genres/2/id,genres/2/name,name,rating,summary,genres/3/id,genres/3/name,genres/4/id,genres/4/name,genres/5/id,genres/5/name,genres/6/id,genres/6/name
99576,13,Simulator,14,Sport,32,Indie,Tennis Elbow Manager 2,70,"Become a tennis coach and manage up to 9 tennis players : take care of training sessions, planning, sponsors, team members, and more ! Will you be able to lead your players to the top of the world hierarchy ?",,,,,,,,
4981,9,Puzzle,,,,,Luxor 3,77.17439238160885,"A brave young Pharaoh, killed prematurely by a fierce sandstorm and embodied by the gods as a skillful scarab, must battle the powerful god of Chaos, Set, to free the essences of other Egyptian gods contained within colorful magical spheres.

Stop the procession of approaching spheres as they journey through the maze by matching three or more. Call upon the gods, denoted by color, to release specific power-ups and purchase upgrades with Ankh coins collected during gameplay. Free all the gods from captivity before they reach the pyramid at the end of their path, or all is forever lost.",,,,,,,,
135770,5,Shooter,13,Simulator,31,Adventure,Devolverland Expo,78.3414672411598,"Devolverland Expo is a first-person 'marketing simulator' set within an abandoned convention center after the annual Devolver Digital game expo was mysteriously canceled. Break into the convention center and avoid the advanced security systems to watch and retrieve all the trailers, gameplay demo videos, and other secrets lost in the expo's cancellation.",32,Indie,,,,,,
27510,9,Puzzle,13,Simulator,15,Strategy,Bad Rats Show,80,"Bad Rats Show is a physics puzzle game where the rats exact their bloody revenge against their main enemies: the Cats. Solve puzzles in 2D and 3D maps using physics, objects and specially trained Rats. All new Rats and Cats, but with the same classic and questionable Bad Rats humor. With the new map editor you can download, create and share new levels. With unlimited solutions for each puzzle, flex your creativity and enjoy the show!",32,Indie,,,,,,
191396,12,Role-playing (RPG),13,Simulator,15,Strategy,Fire Emblem Warriors: Three Hopes,79.9621063236265,"Prepare for a different story set in the same universe as Fire Emblem: Three Houses. Shez, a mercenary whose team was decimated by Byleth in battle, joins the military academy of Garreg Mach Monastery and becomes a student in one of three classes, each including students from one of the three nations of the continent of Fódlan. Like in Three Houses, the game allows players to decide which class to join, leading to different story paths and playable characters.",24,Tactical,25,Hack and slash/Beat 'em up,,,,
120847,13,Simulator,15,Strategy,32,Indie,Orbi Universo,70,"Incarnate the leader of a civilization, from the Roman empire to a Chinese dynasty, makes it prosper and stand the test of time. Orbi universo is a strategy/simulation game where you manage your civilization and make it evolve through different time period, from the Neolithic to the Middle ages.",,,,,,,,
33687,13,Simulator,32,Indie,33,Arcade,Pierhead Arcade,80,Play in your own virtual arcade with unlimited tokens.,,,,,,,,
41940,13,Simulator,31,Adventure,,,Mary Le Chef: Cooking Passion,70,"Enjoy a compelling story, while playing an amazing cooking game!",,,,,,,,
10225,9,Puzzle,32,Indie,,,Hook,70.91816833589402,"Hook is a minimal, relaxing, puzzle game.",,,,,,,,
11652,10,Racing,,,,,Real Racing 2,70.01453964406585,"Real Racing 2 expands the racing grid of its predecessor, with a new range of cars and tracks and a multitude of new options.

16 cars line up on the starting grid, with 30 fully licensed rides available such as the McLaren F1, Nissan GT-R, BMW M6 or the Chevrolet Camaro SS. You'll be able to race them, using motion control and touch screen acceleration or braking, through a full grand prix style season, local and online multiplayer, or in a simple quick race. 15 maps are available, each with their own unique twists and turns, bridges and tunnels. Begin as a rookie and win your way up the leader boards to become a pro, winning trophies via numerous challenges, one on one battles and time trial events. In game currency will allow you to upgrade your ride or purchase a new and improved one.

16 players can compete online together at any one time, and you'll also have the option of 8 players in a local wifi session.",,,,,,,,
87632,,,,,,,Extreme Bike Trials,70,,,,,,,,,
82452,,,,,,,Light & Dark Bundle,80,"Blue Isle Studios is proud to present The Light and Dark Bundle - A collection of Blue Isle's indie hits: Valley and Slender: The Arrival.

Our Light and Dark Bundle brings you one of the scariest titles on the Xbox One and some eye bleach to help you sleep at night.
Fight for survival and embark on a terrifying journey in Slender: The Arrival, then run jump and hookshot through the beautiful rocky mountains of Valley.

This pack includes:

Slender: The Arrival for Xbox One
Valley for Xbox One",,,,,,,,
87572,,,,,,,Shotgun FunFun HD,70,,,,,,,,,
5611,2,Point-and-click,12,Role-playing (RPG),31,Adventure,RuneScape,79.51093693673833,"RuneScape is a high fantasy open world MMORPG. Explore an ever changing and evolving living world where new challenges, skills, and quests await. Featuring unprecedented player freedom, you choose how to play, adventure, and grow.",,,,,,,,
67703,5,Shooter,33,Arcade,,,Metal Torrent,80,"Prepare yourself for one of the most intense shoot ‘em ups to hit Nintendo DSiWare. Your mission is simple: get the highest score possible, across eight phases of fierce vertical-scrolling action.",,,,,,,,
82414,,,,,,,Steep and the Crew,70,"This Bundle Includes Steep and The Crew:

Steep
Ride a massive open world across the Alps, where the powder is always fresh and the run never ends.
Tame the wilderness on the American continent in the Alaska free update, a new region filled with challenges. The mountain is yours to explore. So strap in, suit up, and drop in.

The Crew
Your car is your avatar - fine tune your ride as you level up and progress through 5 unique and richly detailed regions of a massive open-world US. Maneuver through the bustling streets of New York City and Los Angeles, cruise down sunny Miami Beach or trek through the breathtaking plateaus of Monument Valley. This is driving at its most exciting, varied and open.",,,,,,,,
5628,13,Simulator,15,Strategy,32,Indie,Luftrausers,78.92196770685602,"The skies will be set aflame and the seas will overflow with wreckage in Vlambeer's stylish arcade shooter LUFTRAUSERS! Select from over 125 combinations of weapons, bodies, and propulsion systems and take to the skies to battle enemy fighter planes, battleships, submarines, and rival aces for glory, honor, and high scores.",33,Arcade,,,,,,
87133,13,Simulator,,,,,Mini Wars Blackout,80,"Mini soldiers in epic battles! Survive the attack of countless enemies in amazing and visually impressive battle arenas, using lots of weapons, explosives and special powers.",,,,,,,,
111121,13,Simulator,32,Indie,,,Slappy Ass,70,"Slappy Ass is a sensual simulation spanking game where you play with a customizable booty. You can interact with slapping, grabbing, dragging and stripping the virtual ass.",,,,,,,,
117591,32,Indie,,,,,Escape Until Friday,70,"You have been kidnapped by some maniac, who holds you in his basement. You have to get out of the kidnapper's house at any cost until Friday.",,,,,,,,
35076,32,Indie,,,,,Western Press,70,"Based on a true story, Western Press is the most historically accurate frontier dueling game available for PC and Mac. Probably. Up to 16 players (or bots) compete in a tournament of 1v1 sprints to press a random string of ten buttons the fastest.",,,,,,,,
1534,5,Shooter,,,,,Pocky & Rocky,75.00786195574996,"Pocky was enjoying a quiet cup of tea in her shrine, when Rocky the Raccoon, a Nopino goblin came running to Pocky.

""Something terrible has happened. My fellow Nopino goblins have lost their minds. When I woke up, they were very agitated. When I tried to calm them, they came after me.""

""Why""?

""I don't know, but I believe that they are under the spell of another force.... In any case, I can not handle this by myself. I need your help.""

Who on earth has cast the spell and are controlling the Nopino goblins? And what for? Find out as Pocky and Rocky battle the Goblins in this epic adventure from Natsume.",,,,,,,,
104079,32,Indie,,,,,Amaze Classic: Inverted,70,Amaze Classic: Inverted is a straightforward and surprisingly difficult celebration of the simple beauty of the maze with abstract art and a calm soundtrack.,,,,,,,,
110608,32,Indie,,,,,Mentai Uncensored,70,"Mentai Uncensored is a relaxing puzzle game in which the goal is to restore the picture to proper orientation by rotating bricks. Occasionally an event will occur mixing your bricks to random rotations, the rate at which this happens can be sped up by selecting a higher difficulty setting.",,,,,,,,
108080,13,Simulator,32,Indie,,,Artificial Mansion,70,"When Reuben inherits his uncle's mansion, the last thing he expects is to find are sentient life-sized dolls that are capable of moving and talking. As if that isn't shocking enough, one of the dolls is a psychopathic killer who has her sights set on him! Will he survive or become another victim?",,,,,,,,
5175,12,Role-playing (RPG),,,,,Spectrobes: Beyond the Portals,70.2504799482161,"Spectrobes: Beyond The Portals is the sequel to popular anime-inspired, sci-fi action/role playing game series Spectrobes, for Nintendo DS. Spectrobes: Beyond The Portals continues the story of Rallen and Jeena, interplanetary patrol officers who discover, excavate, awaken and train mysterious fossilized creatures known as spectrobes and then use them to battle enemies. The story revolves around the origins of ominous portals that lead to distant dimensions and a new nemesis who hopes to destroy the spectrobes.",,,,,,,,
34644,4,Fighting,32,Indie,,,Square Brawl,80,A fast and skill based party game where all of the focus lies in fun and engaging gameplay.,,,,,,,,
54630,31,Adventure,34,Visual Novel,,,Aokana: Four Rhythms Across the Blue,77.28624717457295,"In a world where flying through the sky is as simple as riding a bicycle, the sport ""Flying Circus"" is all the rage. Following the discovery of anti-gravitons, special shoes that allow an individual to fly, Anti-Graviton Shoes, took the world by storm.",,,,,,,,
56639,8,Platform,9,Puzzle,31,Adventure,Mike Dies,70,"Mike Dies is a challenging fast-paced exploration-platformer with dynamic brutal fatalities and a massive non-linear environment. After flying his spaceship into an asteroid field, Mike finds himself fighting for survival against hostile aliens, a ruthless kingpin and his own personal demons.",32,Indie,,,,,,
30768,5,Shooter,9,Puzzle,31,Adventure,Cold Iron: Quick Draw Western Duels,70,Fight for your freedom in this life and the next.,32,Indie,,,,,,
24993,4,Fighting,25,Hack and slash/Beat 'em up,32,Indie,Nature's Zombie Apocalypse,70,Animals are the heroes in this hilariously quirky zombie shooter. Elephants with miniguns and sloths with flamethrowers are just a few of the crazy combinations available to take on the undead. Gaming with your friends has never been so much fun!,,,,,,,,
80452,9,Puzzle,31,Adventure,33,Arcade,Pac-Man Collection,78,"A collection of Pac-Man games for the Atari 7800. Players can alter gameplay and change speed, time, etc.",,,,,,,,
112449,32,Indie,,,,,Pattern,70,"Wander an endless dreamscape of thick forests and sublime vistas. Dive deeper and the dream morphs, revealing ever stranger and more abstract worlds.",,,,,,,,
87690,,,,,,,The Blockheads Server,80,,,,,,,,,
106586,12,Role-playing (RPG),31,Adventure,32,Indie,Hentai University,70,"Plunge in the world of knowledge from another universe, which you will visit as a student and where you will learn new subjects. You will be met by excellent teachers who will need to be conquered. The game is based on the Match3 mechanics, and all this is presented in the shape of visual novels",,,,,,,,
27718,4,Fighting,33,Arcade,,,Chaos Code: New Sign of Catastrophe,70,Simple yet highly flexible hi-speed 2D Fighting game! Enjoy the thrill of fighting with all the flashy moves!,,,,,,,,
1449,12,Role-playing (RPG),,,,,Suikoden IV,71.09882804379245,"Suikoden IV features the return of the 108 Stars of Destiny, as well as an enhanced interface in a new oceanic environment. You'll follow a young knight while he struggles with Rune, which slowly steals the life of its bearer. The game's strategic battle systems let you attack or cast magic spells with help from other party members. Recruit members of the Stars of Destiny and create a base from the ground up. With a brand-new storyline, characters, and cutscenes, Suikoden IV takes the series to the next level.",,,,,,,,
87405,,,,,,,Crazy Monster Trucks,80,,,,,,,,,
31535,12,Role-playing (RPG),31,Adventure,32,Indie,A Midsummer Night's Choice,70,"In this Shakespearean comedy adventure, can forbidden love conquer adorable fairy outlaws? Magic, bears, and cross-dressing disguises await in the forest!",,,,,,,,
114278,32,Indie,,,,,I hate this game,70,"I hate this game is a logic game, where gameplay changes every level. Solve crazy puzzles and use forgotten functions of your PC! Be attentive, interact with everything that you see on the screen.",,,,,,,,
18335,12,Role-playing (RPG),32,Indie,,,DarkMaus,80,"""DarkMaus is an indie action RPG with challenging, skill-based combat that punishes careless play. In DarkMaus, you play a lonely wanderer searching for what’s left in a corrupted world. The odds are against you – you will certainly perish.

Death Echo: Each time you die, an ally ghost is summoned that retraces your steps, fighting by your side. With time you can collect multiple ally ghosts and choose their weapons for extra strategy opportunities.

A worthy challenge: Combat in DarkMaus is thoughtful and skill based. Enemies force you to be reactive to survive, and punish any greedy moves or mistakes. You’ll start out swearing that it’s impossible, and end up a god among Mäuse.

A dark world to explore: Search for answers and secrets in the desolate land of Hazath, whose inhabitants have gone feral.

Combat style variety: From spears to greatswords and bows to fireballs, DarkMaus has a large number of viable builds and playstyles.

DarkMaus is designed for a controller, and is currently PC only.""",,,,,,,,
6922,4,Fighting,10,Racing,,,Blood Drive,75,"Blood Drive is a vehicular combat video game for PlayStation 3 and Xbox 360, developed by Sidhe, published by Activision, and released worldwide in November 2010.[1]",,,,,,,,
32071,32,Indie,,,,,Sig.Null,70,"This is a remake and expansion of an earlier PuzzleScript game, Signal. What I thought was so brilliant about the original is that while the rules never change, the level design is such that your ability to fully comprehend and exploit those rules shifts radically over time",,,,,,,,
89129,,,,,,,"My Town: Car (wash, fix & drive cars)",80,"Buckle up and enter the world of My Town : Cars! If your child is showing signs of being a car enthusiast, there is no limit to the adventures they can have. Do they like working with you on the family car? Then they can work in their very own My Town : Cars garage. They will get to fix cars and even soup them up with endless car upgrades so they can have the coolest car on the road.",,,,,,,,
82015,12,Role-playing (RPG),16,Turn-based strategy (TBS),31,Adventure,The Quest,80,"The Quest is a beautifully hand-drawn open world role playing game with old school grid-based movement, turn based combat and intricate quests. Explore a huge world, full of challenging mysteries and dangerous monsters!",32,Indie,,,,,,
87610,,,,,,,PapiPlane,70,,,,,,,,,
95538,9,Puzzle,33,Arcade,,,SpongeBob Bubble Party,80,"3, 2, 1, PARTY! Join SpongeBob and his friends for some fast-paced, bubble-bursting mayhem. Pop bubbles as fast as you can for the high score!

Play with SpongeBob, Patrick, Sandy, and Plankton! Every character has a different special power - which one will be your favorite?",,,,,,,,
88650,,,,,,,Gold Strike,70,,,,,,,,,
99026,15,Strategy,32,Indie,,,Last Resort Island,70,As a castaway you strand on a remote island. And that's just the beginning of a survival adventure with a big helping of goofy slapstick fun! Build your own paradise resort and keep an eye on those ex tofu lovers who have a habit of working up the wrong kind of appetite...,,,,,,,,
65786,31,Adventure,32,Indie,,,After Death,70,"After Death is a platform / exploration game in a dark and hostile world. With the help from lost souls, you will have to find a way to open a gate which seems to be the only exit from this mysterious world infected by monsters.",,,,,,,,
37007,35,Card & Board Game,,,,,Zombie Solitaire 2 Chapter 1,70,The zombies are back! Play your solitaire cards right on your action-packed escape to survive!,,,,,,,,
24053,31,Adventure,32,Indie,34,Visual Novel,Echoes of the Fey: The Fox's Trail,70,"Echoes of the Fey: The Fox's Trail is a visual novel that blends the magic of high fantasy and the mystery of a classic detective story. Play as Sofya Rykov, a private investigator with a secret of her own (the power to turn into a cat) as she searches for the truth behind a missing Leshin soldier.",,,,,,,,
113232,12,Role-playing (RPG),31,Adventure,32,Indie,Island of Virgins,70,What could be more beautiful than hentai?,,,,,,,,
94101,2,Point-and-click,12,Role-playing (RPG),31,Adventure,Hector: Badge of Carnage! - Episode 2,70,"Detective Inspector Hector – the hard-nosed, soft-bellied lawman of Clappers Wreake, a town that took the “Great” out of Britain. He’s violent, drunken, and has a taste for all things criminal, corrupt, or smothered in curry.

Hunting a psychopath, Hector is pulled down a twisted trail of meat, sin, sleaze, and more meat.",,,,,,,,
7101,4,Fighting,12,Role-playing (RPG),31,Adventure,Naruto: Rise of a Ninja,79.34766919885922,"Naruto: Rise of a Ninja is an Xbox 360-exclusive video game developed by Ubisoft Montreal, making it the first Naruto game to be developed by a non-Japanese company.

A sequel titled Naruto: The Broken Bond was released in fall a year later.",,,,,,,,
81859,32,Indie,,,,,Shield Impact,70,Shield Impact is an action survival game where a gladiator with only one shield will be challenged by rising hordes of enemies in an arena in ancient Rome.,,,,,,,,
11381,13,Simulator,15,Strategy,31,Adventure,Cultures: Northland,80,"Loki, known from the Nordic sagas as a versatile god of lies and weaver of many intrigues against his divine ""colleagues"", has been banned from Asgard by Odin as a punishment for the trouble caused by the Midgard serpent. Now Loki is plotting revenge and searching for a possibility to sneak back into Asgard and pay Odin back. Out of spite, he abuses our four human heroes--Sigurd, the Frank, Hatschi, the brave Saracen, Bjami, and Crya--with his intrigues and traps. Embark on adventures and quests to help your allies wrest free from Loki's insidious machinations, whether it's a plague of serpents or the demon wolf Fenris dropping by for a rather unexpected visit. Ensure the health and safety of your people as you start with but a humble town and work your way up to a large city. Cultures 3 offers the best combination of strategy and adventure!",,,,,,,,
20316,5,Shooter,31,Adventure,,,Alan Wake: The Signal,75.15634488353025,"The Signal is an additional Alan Wake episode released via DLC. The DLC was free to all those who bought a new copy of Alan Wake. Although this episode is known to be in ""Season One"", it is said to be a more stand-alone/special episode.",,,,,,,,
61617,32,Indie,,,,,The Walking Vegetables,70,"It's the 1980's and an evil alien race has invaded Earth, turning all vegetables into crawling, bawling, mauling abominations. You are about to join Department Radical, the grooviest police force on Earth.
Are you a rad enough dude or dame to smite these ravenous creatures?",,,,,,,,
107840,9,Puzzle,32,Indie,,,Achromatic,70,Achromatic is a minimalist puzzle game about connecting dots in order to transform them all to one cohesive color. Along the way you will uncover unique dots with exciting properties to assist you on your puzzling adventure.,,,,,,,,
51951,32,Indie,,,,,Dysfunctional Systems: Orientation,70,"Dysfunctional Systems: Orientation is a kinetic novel and a prequel to Dysfunctional Systems: Learning to Manage Chaos. It uses text, sound, and illustrations to tell a story and follows Winter Harrison during her first week at mediator school.",,,,,,,,
62923,11,Real Time Strategy (RTS),13,Simulator,15,Strategy,Forge of Empires,76.99832165148209,"In the browser game Forge of Empires you can build your own city and experience all of history from its perspective - from the stone age on through the centuries. Explore new technologies that ring in a new era. Leave a mark with unique, contemporary buildings and establish a gigantic metropolis that is unparalleled anywhere. Increase your empire with sophisticated strategic campaigns and skilled actions in Forge of Empires. Create your own world: Forge your Empire! 
 
The strategy game Forge of Empires takes you through the different eras - explore new building types and technologies to continue developing your settlement. Meet the challenges of the single-player campaigns until you rule an entire continent, or compete against other players in the multiplayer mode. In the browser game Forge of Empires, dedicate yourself to research and develop more advanced battle units, innovative products and spectacular buildings. Passionate builders will have many opportunities to develop and beautify their cities in this strategy game. Good economic skills are essential in Forge of Empires to finance the growth of your empire with your residents’ tax money. 
 
But not everything is peaceful in Forge of Empires. Fight exciting battles, use a variety of units and incorporate the individual features of the terrain in order to win. On the battle field you can either take on the computer or give other players a lesson in battle strategy. Steer the fate of your empire: Forge of Empires!",,,,,,,,
103413,32,Indie,33,Arcade,,,Roguebreaker,70,"A roguelike twist on the brick breaker you remember with a thick coat of 80s slathered on top. It's fast, it's juicy, it's vapourwave, it's small, it's Roguebreaker!",,,,,,,,
91277,,,,,,,Rails Lite,80,,,,,,,,,
116285,31,Adventure,32,Indie,,,Misadventures of Laura Silver,70,"Need more stress in your life? Meet Laura Silver, a paranoid and insomniac detective tasked with researching Slavic mythology. Do you know anything about the Vodnik? Neither does she. Unfortunately, her incompetence won't be your biggest problem in Czechoslovakia.",,,,,,,,
55530,,,,,,,VR Battleship Yamato,70,"Full Scale Restoration of the Japanese battleship “Yamato” in VR.

Battleship Yamato was constructed during the World War Ⅱ in 1941, and it was the biggest battleship ever built. Unfortunately, Yamato didn’t last through the war, and it sank to the bottom of the sea.
Now, battleship Yamato is completely restored in full scale in VR. It is based on the blueprints and the recollections of the actual crew who are still alive.
In this app, you can actually get on Yamato and walk across the deck, climb up the bridge, and go inside the ship.
See the Yamato crew taking command. View the explosions of the gun fire from a close distance.",,,,,,,,
86694,15,Strategy,,,,,Dominos Pro,80,"Enhanced version of Domino game (also known as All Fives) with statistics, five levels of difficulty and customizable game options.",,,,,,,,
7992,14,Sport,31,Adventure,,,SpongeBob's Surf & Skate Roadtrip,75,"Grab your board. Carve it up! Hit the sand and surf with SpongeBob and his best pal, Patrick, for some super boarding escapades! Ride mondo waves and winding waterways, and skate gnarly seaside streets and ramps for hours of challenges that'll test your awesome boarding skills. SpongeBob's Surf & Skate Roadtrip is non-stop action features 2 modes of play: Story and Challenge. In Story Mode, SpongeBob and Patrick relive their crazy road trip to the beach through slideshows leading into arcade-style play. Freestyle your way through Challenge Mode as you, SpongeBob and his bodacious Bikini Bottom buddy explore a brand new never-before-seen world.",,,,,,,,
1525,9,Puzzle,13,Simulator,31,Adventure,Trauma Center: New Blood,73,"Keep your hands steady and your mind focused for Trauma Center: New Blood, sequel to Trauma Center: Second Opinion. This time around there's a lot more on the line, as every cut of the scalpel, every pinch of the forceps, each and every second that ticks by is of the absolute greatest importance. If you think it's too much to handle alone, invite a friend to assist with the operation and work together to save patients from flat lining.",,,,,,,,
88179,8,Platform,31,Adventure,32,Indie,Super Benbo Quest: Turbo Deluxe,70,Attack of the skeletons? The Legendary Anime rises yet again to conquer the Attack of the Skeletons... Use the your ultimate skill to teach them a lesson; Save the Planet & Defeat the Skeleton Menace.,,,,,,,,
29364,32,Indie,,,,,Turret Terminator,70,Turret Terminator is a sci-fi style top-down shooter with a dynamic gameplay.,,,,,,,,
21135,9,Puzzle,,,,,Art Style: Cubello,80,"In CUBELLO, using the pointer function of the Wii Remote players aim and launch colored cubes at a three-dimensional object called a Cubello, itself consisting of many colored cubes, that floats and rotates in empty space. The object of the game is to strip the Cubello of cubes by matching four or more of the same color in order to reveal the Cubello's inner core.

The player is initially given only a limited number of cubes in a ""magazine"" to complete the objective in each stage, but more cubes are added in the magazine to the player the more cubes they take away from the Cubello. However, unlike many other games, such as Puzzle Bobble, where the goal is to eliminate objects of certain colors or shapes, Cubello continues to provide the player with cubes colors that are either still in the magazine or on the stage, so the player has to calculate to have the color disappear from the magazine and the stage at the same time to win. There is also a ""Bonus Mode"" on the slot machine device that gives the player unlimited cubes to shoot of one color, or ""Super Bonus Mode"" which gives cubes of different colors depending on where they are launched at.

You also lose cubes in the magazine if the Cubello bumps into the screen towards you.

The game features an endless play mode in addition to players progressing through increasingly more difficult stages.",,,,,,,,
35525,12,Role-playing (RPG),31,Adventure,32,Indie,Why Am I Dead At Sea,80,"Why Am I Dead At Sea is an adventure game where you solve the mystery of your own murder.  As a ghost, you will have to possess people and use them to investigate your surroundings.  But in this place no one is who they seem...and everyone has a secret.",,,,,,,,
90840,,,,,,,Change Color to Reach Points,80,,,,,,,,,
89154,,,,,,,Fishing Cat ~ Meow,80,,,,,,,,,
32838,32,Indie,,,,,Mind OVR Matter,70,"Ever wanted to stop bullets with your mind? Levitate? Inspired by popular sci-fi movies, Mind OVR Matter gives you the power to control objects with your mind.",,,,,,,,
119854,15,Strategy,31,Adventure,32,Indie,Aeon's End,70,Deck building with a twist! Lead a team of mages against the Nameless in this magic-based card battle game and save the city of Gravehold!,,,,,,,,
1065,4,Fighting,33,Arcade,,,Street Fighter X Tekken,73.28545804911295,The long awaited dream match-up between the two titans of fighting is here!,,,,,,,,
87224,,,,,,,Stray Souls: Stolen Memories,70,,,,,,,,,
14369,10,Racing,13,Simulator,,,DriveClub Bikes,75.16982096017303,"Whether you're a seasoned DRIVECLUB pro or a newcomer to racing for a Club, get ready for the burning tyres, break-neck speed and raw power of the world's most incredible superbikes.",,,,,,,,
102440,32,Indie,,,,,Next 4,70,Minimalistic game with 2D-graphics.,,,,,,,,
89696,,,,,,,Relax Bird,80,,,,,,,,,
46483,32,Indie,,,,,Loco Dojo,70,Enter the whimsical wooden world of Loco Dojo and step up to Grand Sensei’s ‘Table of Trials’ to pit your silliest skills against (up to) three friends or strangers in this hilariously competitive cross-platform multiplayer social VR party game.,,,,,,,,
118205,31,Adventure,32,Indie,,,Obey Me,70,"Set in the modern world, Heaven and Hell are locked in a millennial conflict for the souls of mankind. Vanessa Held, a lowly Soul Huntress in the infernal ranks, and her Hellhound companion, Monty, will tip the balance of war with their own hands.",,,,,,,,
8110,8,Platform,9,Puzzle,13,Simulator,Octodad,72.49350193758092,"Octodad is a third person adventure game about destruction, deception, and fatherhood. The player controls Octodad, a dapper octopus masquerading as a human, as he goes about a day of his life. His existence is a constant struggle, as he must master mundane tasks with his unwieldy boneless tentacles while simultaneously keeping his cephalopodan nature a secret from his human family.

The game features a humorous plot revolving around the central character, an octopus who is undercover as an average human with a family. The plot revolves around the player, controlling Octodad, attempting to complete various household chores and tasks while maintaining his secret. The gameplay takes advantage of the setting of an octopus' acting of a human to present an idea of mundane tasks being much more out of control, with a key mechanic being the suspicion towards Octodad from various family members. Its sequel Dadliest Catch was released on January 30, 2014, and was one of the first titles to be given the Steam Greenlight.

Octodad is a freeware independent video game developed by a group of students at DePaul University, many of whom would go on to form Young Horses, Inc., the developers of its sequel Octodad: Dadliest Catch. The game was developed for the Student Showcase of the 2011 Independent Games Festival, and would go on to be one of 8 winners in the Student Showcase award of that year.",31,Adventure,32,Indie,,,,
8489,5,Shooter,,,,,Blake Stone: Aliens of Gold,79.93052731430359,"You're pitted against Dr. Pyrus Goldfire. He's found a way to replicate pure gold, which he's using to fund his maniacal plan. Goldfire has built six highly-secure, futuristic locations where his creations are being hatched. It's up to you to penetrate his security and stop him at all costs.",,,,,,,,
82071,12,Role-playing (RPG),16,Turn-based strategy (TBS),,,Medieval II: Total War - Collection,70,A steam bundle containing Medieval II: Total War and Medieval II: Total War - Kingdoms.,,,,,,,,
36472,32,Indie,,,,,Amaze 2,80,Amaze 2 is a straightforward and surprisingly-difficult celebration of the simple beauty of the maze.,,,,,,,,
8338,5,Shooter,15,Strategy,,,PowerSlave,73.59230663721877,"In this first-person shooter, you assume the role of an armed forces specialist dispatched to probe unusual occurrences in the ancient Egyptian city of Karnak. As you delve into the investigation, you discover that alien invaders, with a proclivity for mummifying humans alive, have seized control of the city. Your mission is to navigate through progressively challenging levels, contending with an extraordinary cast of adversaries, to complete the game.",,,,,,,,
76587,12,Role-playing (RPG),31,Adventure,32,Indie,The Pirate's Fate,70,"Embark on a swashbuckling adventure in The Pirate's Fate, a visual novel experience with a unique twist: the story, the crew, and who you are transform based on your choices. Seek treasure, find love, and choose your fate.",34,Visual Novel,,,,,,
95641,32,Indie,,,,,Stickman: Fidget Spinner Rush,70,Run! Just run and collect fidget spinners! Avoid obstacles and bloody traps.,,,,,,,,
112071,10,Racing,12,Role-playing (RPG),13,Simulator,War Blade,70,"War Blade is a Fight-for-survive arena game in era of cold weapon. Players will fight with only one teammate, against all kinds of deadly threaten. Only the toughest team can collect the legendary weapon and hero souls, survive to be the last one in the unknown battlefield.",14,Sport,15,Strategy,31,Adventure,32,Indie
132139,15,Strategy,16,Turn-based strategy (TBS),24,Tactical,XCOM: Chimera Squad,71.09278252376933,XCOM: Chimera Squad delivers an all-new story and turn-based tactical combat experience in the XCOM universe.,,,,,,,,
32956,31,Adventure,34,Visual Novel,,,The Afterglow of Grisaia,70,"A side story to The Labyrinth of Grisaia, this game explores protagonist Kazami Yuuji's past, focusing on his life with Kusakabe Asako, the CIRS agent who rescued him at a young age from a terrorist organization. Secret passages of The Labyrinth of Grisaia are revealed within...",,,,,,,,
33425,32,Indie,,,,,The Sequence,80,"[the Sequence] is a logic construction puzzler.
Let your mind be your guide: Lay down seven different kinds of modules as your roadblocks to get you to a sweet destination. Apply an out-of-the-box thinking to get you to the next level! Every module is customizable in various ways; be free to create mind-blowing sequences that no one else could build.",,,,,,,,
88713,,,,,,,Jewel Match,70,,,,,,,,,
11585,5,Shooter,11,Real Time Strategy (RTS),15,Strategy,Executive Assault,80,"Executive Assault is an indie real-time strategy/first-person shooter computer game where you can not only build your base and create armies, but also take control of your units and fight as one of them.",32,Indie,,,,,,
31861,13,Simulator,15,Strategy,,,Conflict of Heroes: Awakening the Bear,70,"This exciting new release is a faithful adaptation of the renowned Conflict of Heroes board game that won the Origins Historical Game of the Year, Charles Roberts Wargame of the Year and the James F. Dunnigan Design Elegance Award, as well as many others!",,,,,,,,
20150,8,Platform,15,Strategy,31,Adventure,Katana Zero,79.60580169566316,"Katana Zero is a fast paced neo-noir action platformer, focusing on tight, instant-death acrobatic combat, and a dark 80's neon aesthetic. Aided with your trusty katana, the time manipulation drug Chronos and the rest of your assassin's arsenal, fight your way through a fractured city, and take back what's rightfully yours.",32,Indie,33,Arcade,,,,
87930,,,,,,,Tetri-Pentix,80,,,,,,,,,
110949,31,Adventure,32,Indie,,,Quiver Dick's Terrible Tale for Terrible Parents to Read to Their Equally Terrible Children,70,"From the creative minds that brought you Metal as Phuk and The Chronicles of Quiver Dick, Crankage Games brings you another hilarious, boner-inducing tale of epic proportions! Embark on a journey as Mary the Fairy, a cannibalistic, foul-mouthed pixie in an even more foul-mouthed world!",,,,,,,,
